id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
42024,WN,1094,PHX,ELP,5,660,70,0
42025,WN,19,DAL,HOU,5,660,65,0
42026,WN,2022,LAS,LAX,5,660,70,0
42027,WN,2026,SJC,SNA,5,660,75,1
42028,WN,20,HOU,DAL,5,660,55,0
42029,WN,2357,DEN,BOS,5,660,225,0
42030,WN,2980,PHX,RDU,5,660,235,1
42031,WN,3421,CMH,MDW,5,660,70,0
42032,WN,351,LAS,SAN,5,660,65,1
42033,WN,3659,MCO,BNA,5,660,115,1
42034,WN,437,SDF,MDW,5,660,70,1
42035,WN,532,MDW,ISP,5,660,130,0
42036,WN,647,TUL,DAL,5,660,60,0
42037,WN,650,MDW,MHT,5,660,120,0
42038,WN,778,LAS,SJC,5,660,90,0
42039,WN,786,TPA,FLL,5,660,60,0
42040,WN,793,MDW,JAN,5,660,120,0
42041,WN,899,LAS,OAK,5,660,90,0
42042,XE,2003,IAH,STL,5,660,115,1
42043,XE,2092,DCA,EWR,5,660,67,0
42044,XE,2238,GSP,EWR,5,660,108,0
42045,XE,2426,ORD,EWR,5,660,127,0
42046,XE,2576,IAH,BHM,5,660,98,0
42047,XE,2970,LBB,IAH,5,660,84,0
42048,XE,3034,COS,IAH,5,660,129,1
42049,XE,3043,CMH,EWR,5,660,99,0
42050,XE,5925,ORD,FSD,5,660,96,1
42051,YV,2651,PHX,BFL,5,660,93,0
42052,YV,2856,PHX,FLG,5,660,69,0
42053,YV,2901,CHS,CLT,5,660,69,0
42054,YV,2911,PHX,PSP,5,660,70,0
42055,B6,1276,MCO,BOS,5,661,162,0
42056,DL,2252,OMA,MSP,5,661,84,0
42057,OO,4848,MOT,MSP,5,661,82,1
42058,OO,6472,ABQ,LAX,5,661,125,0
42059,DL,718,PHX,SLC,5,662,103,1
42060,FL,63,IAD,ATL,5,662,115,0
42061,UA,191,MCO,ORD,5,662,176,1
42062,DL,1292,SAN,ATL,5,663,247,0
42063,OO,4700,SLC,DEN,5,663,87,0
42064,OO,6854,ACV,SFO,5,663,78,0
42065,FL,202,CAK,ATL,5,664,109,0
42066,FL,425,PNS,ATL,5,664,68,0
42067,OO,6990,DEN,MAF,5,664,96,0
42068,UA,642,JFK,SFO,5,664,401,0
42069,UA,786,MSP,ORD,5,664,81,1
42070,9E,4102,ATL,GSP,5,665,62,0
42071,9E,4399,FSD,MSP,5,665,66,0
42072,AA,1214,STL,LGA,5,665,145,0
42073,AA,1356,DFW,IAD,5,665,165,0
42074,AA,1465,ORD,RSW,5,665,170,0
42075,AA,1587,MEM,DFW,5,665,100,0
42076,AA,1788,DFW,RDU,5,665,145,1
42077,AA,1796,MSY,ORD,5,665,140,0
42078,AA,1856,MIA,IAD,5,665,145,0
42079,AA,321,LGA,ORD,5,665,160,0
42080,AA,378,ORD,LGA,5,665,125,0
42081,AA,40,LAX,JFK,5,665,330,0
42082,AA,720,DFW,LGA,5,665,195,0
42083,AS,659,PHX,PDX,5,665,180,0
42084,B6,294,LGB,SEA,5,665,161,0
42085,B6,673,JFK,LAX,5,665,367,0
42086,CO,1191,BOS,EWR,5,665,85,0
42087,CO,692,EWR,MCO,5,665,173,0
42088,DL,1047,ATL,STL,5,665,105,0
42089,DL,1242,ATL,SRQ,5,665,99,0
42090,DL,1564,MSP,DCA,5,665,139,1
42091,DL,1745,DCA,DTW,5,665,95,0
42092,DL,1755,ATL,LAX,5,665,305,0
42093,DL,1814,LAX,CVG,5,665,250,0
42094,DL,1885,ATL,MSY,5,665,103,0
42095,DL,2091,ATL,TPA,5,665,92,1
42096,DL,2532,MCO,BOS,5,665,172,0
42097,DL,2586,SLC,ATL,5,665,215,1
42098,DL,82,SLC,JFK,5,665,276,1
42099,EV,5067,ATL,MOB,5,665,84,0
42100,EV,5178,ATL,XNA,5,665,122,0
42101,EV,5334,ABY,ATL,5,665,60,0
42102,EV,5570,ATL,TRI,5,665,73,0
42103,FL,872,MSP,ATL,5,665,146,1
42104,MQ,3621,MIA,ORF,5,665,135,0
42105,MQ,3671,MIA,TLH,5,665,85,0
42106,MQ,3796,IAH,ORD,5,665,155,1
42107,MQ,3964,BWI,ORD,5,665,130,0
42108,MQ,4140,ORD,MCI,5,665,90,0
42109,MQ,4342,RIC,ORD,5,665,135,0
42110,MQ,4583,CLT,LGA,5,665,114,0
42111,OH,6450,CVG,MDT,5,665,80,0
42112,OO,4616,COS,MSP,5,665,135,1
42113,OO,4809,CVG,CLE,5,665,70,0
42114,OO,6282,LAX,IYK,5,665,54,0
42115,OO,6441,DEN,DAY,5,665,159,0
42116,UA,310,DEN,LGA,5,665,223,1
42117,UA,888,SFO,LAX,5,665,95,1
42118,US,1453,ORF,CLT,5,665,84,0
42119,US,1566,MSY,CLT,5,665,106,1
42120,US,472,PHX,BUR,5,665,90,0
42121,US,522,PHX,RNO,5,665,113,0
42122,US,658,SFO,PHL,5,665,315,1
42123,WN,1122,OAK,LAS,5,665,85,0
42124,WN,1345,DAL,ABQ,5,665,110,0
42125,WN,1615,SFO,LAS,5,665,90,1
42126,WN,1691,MDW,CLE,5,665,75,1
42127,WN,1753,JAX,FLL,5,665,70,0
42128,WN,1763,TPA,PHL,5,665,150,1
42129,WN,226,PHL,MHT,5,665,80,0
42130,WN,245,PHX,SMF,5,665,125,1
42131,WN,3141,BWI,JAX,5,665,130,0
42132,WN,3401,DEN,SAT,5,665,130,0
42133,WN,479,PDX,PHX,5,665,150,1
42134,WN,602,HOU,HRL,5,665,60,1
42135,WN,851,FLL,JAX,5,665,75,1
42136,WN,8,MCI,LAS,5,665,195,1
42137,XE,2431,IND,IAH,5,665,154,0
42138,XE,3069,HRL,IAH,5,665,69,0
42139,CO,477,RSW,EWR,5,666,169,1
42140,DL,2071,SLC,PHX,5,666,97,0
42141,FL,865,MCO,EYW,5,666,68,0
42142,OH,6609,JFK,RIC,5,666,90,0
42143,OO,6325,LAX,SAN,5,666,46,0
42144,UA,279,ORD,DEN,5,666,165,0
42145,UA,360,ORD,IAD,5,666,109,0
42146,XE,2620,ICT,IAH,5,666,104,0
42147,CO,1572,AUS,IAH,5,667,56,1
42148,DL,1902,LAS,ATL,5,667,229,0
42149,DL,2571,IND,ATL,5,667,94,1
42150,EV,5530,GTR,ATL,5,667,75,0
42151,FL,1420,IND,TPA,5,667,137,0
42152,HA,227,KOA,HNL,5,667,42,0
42153,OO,3097,OMA,MKE,5,667,81,1
42154,OO,4456,SLC,LWS,5,667,91,0
42155,OO,6287,LAS,PSP,5,667,64,0
42156,XE,2735,LRD,IAH,5,667,69,0
42157,YV,2677,SAV,CLT,5,667,74,0
42158,YV,2748,PHX,SBP,5,667,105,0
42159,DL,1456,SRQ,ATL,5,668,97,0
42160,DL,1549,ATL,SFO,5,668,330,0
42161,DL,1827,ATL,FLL,5,668,120,0
42162,DL,348,MCI,ATL,5,668,122,0
42163,EV,5019,CSG,ATL,5,668,49,0
42164,FL,1073,TPA,CAK,5,668,139,0
42165,UA,730,SNA,ORD,5,668,237,0
42166,UA,942,LAX,ORD,5,668,242,1
42167,US,1596,DFW,PHL,5,668,187,0
42168,US,436,PHX,TUS,5,668,48,1
42169,EV,4951,ELP,ATL,5,669,178,1
42170,FL,1743,MCO,PIT,5,669,133,1
42171,OO,4589,SLC,LGB,5,669,116,0
42172,OO,4632,SLC,MSO,5,669,91,0
42173,OO,4659,SLC,BIL,5,669,84,0
42174,OO,6973,SEA,LAX,5,669,149,1
42175,OO,7806,SLC,COD,5,669,89,1
42176,UA,289,LAS,LAX,5,669,77,0
42177,UA,546,PHX,SFO,5,669,138,0
42178,YV,1024,HNL,LIH,5,669,37,0
42179,YV,7283,ORD,CLT,5,669,106,0
42180,9E,3746,BHM,DTW,5,670,130,0
42181,9E,4007,ORD,MEM,5,670,110,0
42182,9E,4303,MCI,MEM,5,670,84,0
42183,AA,123,DFW,HNL,5,670,525,0
42184,AA,1512,SFO,ORD,5,670,255,1
42185,AA,1548,COS,DFW,5,670,105,1
42186,AA,437,DCA,MIA,5,670,160,1
42187,AA,459,DCA,DFW,5,670,215,1
42188,AA,482,DFW,IND,5,670,125,1
42189,AA,739,LGA,DFW,5,670,245,0
42190,AA,73,ORD,HNL,5,670,560,1
42191,AA,832,DFW,MCI,5,670,90,1
42192,B6,324,FLL,BDL,5,670,171,0
42193,B6,433,BOS,MCO,5,670,191,1
42194,B6,51,BTV,JFK,5,670,75,1
42195,B6,593,HPN,MCO,5,670,163,0
42196,CO,1006,IAH,TPA,5,670,122,0
42197,DL,1004,ATL,DAY,5,670,97,0
42198,DL,1010,ATL,CLT,5,670,78,0
42199,DL,1121,SLC,DTW,5,670,210,1
42200,DL,1122,RSW,ATL,5,670,105,0
42201,DL,2124,ATL,BWI,5,670,115,0
42202,DL,2375,SLC,SFO,5,670,127,0
42203,DL,2755,CVG,TPA,5,670,123,0
42204,DL,2903,CVG,MCO,5,670,130,0
42205,EV,5498,LIT,ATL,5,670,97,0
42206,FL,1494,MCO,MCI,5,670,176,0
42207,FL,716,LGA,CAK,5,670,96,0
42208,HA,126,HNL,OGG,5,670,37,0
42209,HA,514,LIH,HNL,5,670,32,0
42210,MQ,2803,DFW,SGF,5,670,75,0
42211,MQ,3306,CAE,DFW,5,670,180,1
42212,MQ,3989,DAY,ORD,5,670,75,0
42213,MQ,4190,CMH,ORD,5,670,85,0
42214,MQ,4310,CLT,ORD,5,670,125,0
42215,MQ,4393,BOS,JFK,5,670,70,0
42216,MQ,4451,RDU,DCA,5,670,60,0
42217,OH,6384,CVG,LGA,5,670,119,0
42218,OO,4812,SLC,HLN,5,670,85,1
42219,OO,6740,CLD,LAX,5,670,40,1
42220,US,27,PHX,LAX,5,670,92,0
42221,US,450,PIT,PHX,5,670,279,1
42222,US,457,PHX,SLC,5,670,101,1
42223,US,796,LAX,PHL,5,670,305,0
42224,WN,1004,OKC,LAS,5,670,170,0
42225,WN,1134,IND,MDW,5,670,60,1
42226,WN,1141,DAL,LIT,5,670,60,1
42227,WN,119,PHL,PVD,5,670,70,0
42228,WN,1219,SLC,ABQ,5,670,90,0
42229,WN,1246,STL,BWI,5,670,115,1
42230,WN,196,SEA,DEN,5,670,160,1
42231,WN,3499,MCO,PVD,5,670,155,0
42232,WN,3568,TPA,BDL,5,670,165,0
42233,WN,391,PHX,RNO,5,670,115,0
42234,WN,520,RSW,MCO,5,670,50,0
42235,WN,59,SJC,PHX,5,670,110,0
42236,WN,703,SMF,SNA,5,670,85,1
42237,WN,731,DEN,PHL,5,670,220,0
42238,WN,844,RDU,BNA,5,670,95,0
42239,WN,993,SFO,SNA,5,670,85,1
42240,XE,2002,LFT,IAH,5,670,75,0
42241,XE,2098,CRP,IAH,5,670,62,0
42242,XE,2316,ABQ,IAH,5,670,117,0
42243,XE,2414,MSY,CLE,5,670,133,0
42244,XE,2941,DFW,IAH,5,670,64,0
42245,YV,1053,OGG,LIH,5,670,45,0
42246,YV,2730,PHX,LGB,5,670,85,0
42247,YV,2845,PHX,YUM,5,670,59,0
42248,AS,55,BRW,ANC,5,671,111,0
42249,EV,4992,ATL,BQK,5,671,72,0
42250,OH,6682,BWI,CVG,5,671,109,0
42251,OO,4647,SLC,GTF,5,671,89,0
42252,OO,6849,PDX,RDM,5,671,38,0
42253,OO,7029,SLC,SFO,5,671,143,0
42254,XE,2322,BRO,IAH,5,671,71,0
42255,XE,2633,BTR,IAH,5,671,69,0
42256,B6,401,BOS,MSY,5,672,229,1
42257,OH,6769,ATL,HSV,5,672,72,1
42258,OO,4745,SLC,ONT,5,672,107,0
42259,OO,7027,COS,DEN,5,672,40,0
42260,DL,2090,DEN,JFK,5,673,237,0
42261,FL,520,TPA,BWI,5,673,130,0
42262,HA,383,ITO,HNL,5,673,49,0
42263,OO,7012,SLC,ORD,5,673,188,0
42264,YV,2719,PHX,SBA,5,673,97,1
42265,DL,1247,MLB,ATL,5,674,101,0
42266,DL,2861,ATL,TUS,5,674,258,0
42267,FL,691,SRQ,ATL,5,674,96,0
42268,OO,4461,SNA,SLC,5,674,106,0
42269,OO,4728,SLC,MFR,5,674,105,0
42270,AA,1074,OMA,DFW,5,675,115,0
42271,AA,1775,DFW,SNA,5,675,195,1
42272,AA,1912,DFW,MCO,5,675,145,1
42273,AA,1975,RDU,ORD,5,675,130,0
42274,AS,754,SEA,STL,5,675,225,0
42275,B6,644,SFO,JFK,5,675,321,1
42276,B6,738,BQN,JFK,5,675,229,1
42277,B6,908,ORD,JFK,5,675,125,0
42278,CO,224,CLE,EWR,5,675,92,0
42279,CO,461,PHX,IAH,5,675,154,0
42280,DL,1018,MSY,ATL,5,675,92,0
42281,DL,1077,MSP,TUS,5,675,200,0
42282,DL,1262,MCO,BDL,5,675,154,0
42283,DL,1718,ATL,RDU,5,675,89,1
42284,DL,1900,ATL,BOS,5,675,154,0
42285,DL,2025,BWI,ATL,5,675,117,0
42286,DL,2105,MSP,SFO,5,675,243,1
42287,DL,2259,MSP,SLC,5,675,174,1
42288,DL,2809,CVG,FLL,5,675,147,1
42289,DL,2920,MSY,DTW,5,675,148,0
42290,DL,651,MDW,ATL,5,675,114,1
42291,EV,7109,HSV,IAD,5,675,105,0
42292,FL,1579,UTM,ATL,5,675,85,0
42293,FL,1590,ATL,GPT,5,675,87,0
42294,HA,185,OGG,HNL,5,675,34,0
42295,MQ,2908,EVV,DFW,5,675,130,0
42296,MQ,3006,SAN,LAX,5,675,45,0
42297,MQ,3104,LAX,SJC,5,675,75,0
42298,MQ,3206,GGG,DFW,5,675,55,0
42299,MQ,3611,MIA,BHM,5,675,125,0
42300,MQ,3794,ORD,ELP,5,675,200,0
42301,MQ,3915,TUL,ORD,5,675,115,0
42302,MQ,3978,CID,ORD,5,675,70,0
42303,MQ,4227,DSM,ORD,5,675,80,0
42304,MQ,4348,XNA,ORD,5,675,105,0
42305,MQ,4359,ORD,CMH,5,675,70,0
42306,MQ,4371,ORD,OMA,5,675,95,0
42307,OH,6274,MSP,DLH,5,675,57,0
42308,OH,6278,XNA,CVG,5,675,111,0
42309,OH,6279,CVG,PHL,5,675,99,0
42310,OH,6295,CVG,SDF,5,675,53,0
42311,OH,6363,IAD,CVG,5,675,104,0
42312,OH,6528,CVG,BOS,5,675,130,1
42313,OH,6569,CVG,CLT,5,675,89,0
42314,OH,6768,LEX,DTW,5,675,89,0
42315,OO,4515,SLC,ORD,5,675,189,0
42316,OO,4658,SLC,BTM,5,675,81,1
42317,OO,4740,LAX,LAS,5,675,68,1
42318,OO,4761,SLC,PSP,5,675,99,0
42319,OO,6230,PDX,EUG,5,675,36,0
42320,OO,6909,SFO,OTH,5,675,115,1
42321,UA,928,PDX,ORD,5,675,241,0
42322,US,1168,RDU,CLT,5,675,66,0
42323,US,1460,SFO,CLT,5,675,288,1
42324,US,146,PHX,LIH,5,675,412,1
42325,US,1604,PHL,BOS,5,675,75,1
42326,US,163,SAN,CLT,5,675,267,0
42327,US,1761,BOS,CLT,5,675,143,0
42328,US,1785,CLT,MSY,5,675,123,0
42329,US,304,PHX,CLT,5,675,234,0
42330,US,647,PHX,ONT,5,675,78,1
42331,US,71,PHX,SEA,5,675,190,0
42332,US,88,PHX,PDX,5,675,169,0
42333,WN,1118,MHT,BWI,5,675,95,1
42334,WN,1472,PHX,CMH,5,675,215,1
42335,WN,174,BUR,SMF,5,675,80,1
42336,WN,2461,DEN,AMA,5,675,70,1
42337,WN,2879,LAX,LAS,5,675,60,1
42338,WN,3142,AMA,DAL,5,675,65,1
42339,WN,3668,SLC,PHX,5,675,100,1
42340,WN,413,SJC,LAX,5,675,70,1
42341,WN,529,SAN,OAK,5,675,85,0
42342,WN,637,PHX,STL,5,675,175,1
42343,WN,759,PHX,ABQ,5,675,65,0
42344,WN,945,PHL,RDU,5,675,80,0
42345,XE,2178,RDU,IAH,5,675,178,0
42346,XE,2188,CLE,RIC,5,675,72,0
42347,XE,2250,CLE,PVD,5,675,92,0
42348,XE,2358,BHM,IAH,5,675,114,0
42349,YV,2658,BNA,CLT,5,675,75,0
42350,DL,1304,CLT,MSP,5,676,178,0
42351,DL,1472,TPA,ATL,5,676,93,1
42352,DL,2449,SLC,OAK,5,676,121,1
42353,FL,59,ATL,LAX,5,676,320,0
42354,OO,6942,DEN,COS,5,676,38,0
42355,CO,480,LAS,CLE,5,677,233,0
42356,DL,1663,SLC,SAN,5,677,114,0
42357,DL,2214,SEA,MSP,5,677,193,1
42358,EV,4949,JAN,ATL,5,677,85,0
42359,EV,5249,ILM,ATL,5,677,92,0
42360,OO,4451,SLC,CPR,5,677,75,0
42361,OO,6569,EAU,ORD,5,677,68,1
42362,OO,6615,DEN,GTF,5,677,120,0
42363,OO,7050,DEN,GCC,5,677,91,0
42364,UA,202,LAX,MSY,5,677,220,0
42365,XE,2470,MSP,EWR,5,677,162,1
42366,B6,362,PBI,LGA,5,678,162,0
42367,DL,314,MIA,ATL,5,678,117,0
42368,FL,80,FLL,ATL,5,678,117,0
42369,OO,4580,LAX,SLC,5,678,107,0
42370,OO,6981,DEN,TUS,5,678,120,1
42371,UA,450,SNA,DEN,5,678,139,0
42372,UA,721,DEN,SFO,5,678,174,0
42373,XE,2216,JAX,EWR,5,678,132,0
42374,OO,6258,DEN,EGE,5,679,45,0
42375,OO,7044,OMA,DEN,5,679,97,0
42376,YV,2904,CLT,ILM,5,679,54,0
42377,YV,2937,CLT,STL,5,679,120,0
42378,YV,2945,CLT,CHS,5,679,59,0
42379,9E,3736,COU,MEM,5,680,75,0
42380,9E,3915,BTV,JFK,5,680,95,0
42381,9E,4088,CVG,RIC,5,680,87,0
42382,9E,4282,GPT,MEM,5,680,83,0
42383,9E,4322,MSP,LSE,5,680,52,0
42384,AA,1040,DFW,BUR,5,680,205,0
42385,AA,1144,PHX,ORD,5,680,205,0
42386,AA,1247,ORD,LAX,5,680,265,1
42387,AA,2541,IND,DFW,5,680,150,0
42388,AA,551,HSV,DFW,5,680,130,0
42389,AS,136,ANC,PDX,5,680,218,0
42390,AS,730,SEA,IAH,5,680,250,0
42391,B6,1422,LGB,PDX,5,680,143,0
42392,B6,523,EWR,MCO,5,680,165,0
42393,CO,382,IAH,BOS,5,680,213,1
42394,DL,1235,SLC,BOI,5,680,71,0
42395,DL,1474,MSP,LAS,5,680,212,1
42396,DL,1753,MSP,SEA,5,680,223,0
42397,DL,2438,ATL,DCA,5,680,107,0
42398,DL,2984,MSP,MKE,5,680,68,0
42399,EV,5284,HSV,ATL,5,680,60,1
42400,EV,7368,MOB,MEM,5,680,82,0
42401,MQ,3352,DFW,XNA,5,680,70,0
42402,MQ,3635,MIA,CLT,5,680,125,1
42403,MQ,3645,MIA,MEM,5,680,155,0
42404,MQ,3649,MIA,CVG,5,680,160,0
42405,MQ,3739,ORD,EWR,5,680,130,0
42406,OH,6280,CVG,PIT,5,680,71,0
42407,OH,6476,JFK,MSP,5,680,200,0
42408,OO,4559,SLC,IDA,5,680,58,0
42409,OO,4596,SLC,RDM,5,680,97,1
42410,OO,4753,MSP,MOT,5,680,95,0
42411,OO,7760,SLC,EKO,5,680,75,0
42412,UA,535,ATL,ORD,5,680,133,0
42413,UA,788,SFO,BOS,5,680,344,0
42414,US,1101,CLT,DFW,5,680,170,0
42415,US,1106,CLT,PHL,5,680,95,1
42416,US,1497,CLT,MYR,5,680,51,0
42417,US,1511,LGA,CLT,5,680,124,1
42418,US,1576,CLT,EWR,5,680,106,0
42419,US,1784,LAS,CLT,5,680,249,0
42420,US,1789,CLT,LAS,5,680,292,0
42421,US,1792,CLT,MEM,5,680,108,0
42422,US,1797,PHL,LAS,5,680,332,1
42423,US,195,PHX,SAN,5,680,81,0
42424,US,281,DTW,PHX,5,680,263,0
42425,US,400,PHX,SFO,5,680,133,0
42426,US,4,PHX,LAS,5,680,75,1
42427,US,941,MSP,PHX,5,680,207,1
42428,US,962,DEN,PHL,5,680,208,0
42429,WN,1070,MDW,BUF,5,680,85,1
42430,WN,1115,MSP,DEN,5,680,135,1
42431,WN,1149,PHX,MSP,5,680,190,1
42432,WN,1228,OAK,LAX,5,680,70,1
42433,WN,1256,FLL,MDW,5,680,195,1
42434,WN,1385,OAK,BUR,5,680,65,0
42435,WN,1581,LAX,OAK,5,680,75,1
42436,WN,16,DAL,AMA,5,680,70,1
42437,WN,1992,SNA,SFO,5,680,85,1
42438,WN,2379,ONT,SMF,5,680,80,1
42439,WN,337,PDX,ABQ,5,680,155,0
42440,WN,4,PHX,SFO,5,680,140,1
42441,WN,654,CMH,PHX,5,680,270,0
42442,WN,683,MCO,FLL,5,680,60,0
42443,WN,702,ABQ,STL,5,680,135,0
42444,WN,823,LAX,SMF,5,680,85,1
42445,WN,863,MCI,MDW,5,680,80,0
42446,WN,910,LAS,BNA,5,680,210,1
42447,WN,996,LAS,HOU,5,680,180,1
42448,XE,2084,CLE,PHL,5,680,79,0
42449,XE,2638,EWR,MHT,5,680,67,1
42450,YV,1036,HNL,ITO,5,680,49,0
42451,YV,2859,FLG,PHX,5,680,65,0
42452,YV,7254,SAV,ORD,5,680,145,0
42453,9E,3859,ATL,OKC,5,681,145,0
42454,9E,4300,PNS,MEM,5,681,93,1
42455,FL,943,BWI,ROC,5,681,71,0
42456,OO,6296,ONT,DEN,5,681,137,0
42457,OO,6532,DEN,BUR,5,681,153,0
42458,OO,6927,DEN,HLN,5,681,116,1
42459,US,1509,CLT,PHX,5,681,278,1
42460,B6,455,BOS,FLL,5,682,203,0
42461,EV,5391,ATL,AVL,5,682,61,0
42462,EV,5596,ATL,CAE,5,682,59,0
42463,EV,7315,GSP,ATL,5,682,58,0
42464,OO,6544,ASE,DEN,5,682,45,1
42465,OO,6726,DEN,JAC,5,682,93,1
42466,UA,177,BOS,SFO,5,682,408,0
42467,UA,862,SFO,DEN,5,682,152,0
42468,US,1636,CLT,RDU,5,682,48,1
42469,9E,3832,DSM,MEM,5,683,95,0
42470,DL,1750,LAS,MSP,5,683,197,1
42471,EV,5299,ATL,ELP,5,683,209,1
42472,OO,6876,PDX,DEN,5,683,145,0
42473,UA,876,SEA,DEN,5,683,152,1
42474,B6,698,FLL,DCA,5,684,136,0
42475,B6,744,SJU,MCO,5,684,184,0
42476,DL,2395,PBI,LGA,5,684,176,0
42477,DL,2444,LAS,CVG,5,684,226,0
42478,DL,2632,SLC,JAC,5,684,65,0
42479,DL,2651,SLC,SMF,5,684,108,0
42480,EV,5395,AEX,ATL,5,684,100,0
42481,OO,6297,PSP,DEN,5,684,131,0
42482,OO,6377,DEN,CPR,5,684,60,0
42483,OO,6692,SAN,LAX,5,684,45,0
42484,UA,342,SAN,DEN,5,684,142,0
42485,YV,2871,YUM,PHX,5,684,67,0
42486,9E,3730,ATL,LIT,5,685,106,0
42487,9E,4003,BHM,MEM,5,685,74,0
42488,AA,1264,DFW,AUS,5,685,55,0
42489,AA,1502,ORD,TPA,5,685,155,1
42490,AA,1574,LAS,DFW,5,685,155,0
42491,AA,1689,PHL,MIA,5,685,170,1
42492,AA,1847,DFW,DEN,5,685,125,1
42493,AA,592,DFW,JAX,5,685,130,1
42494,AA,779,ORD,SAN,5,685,260,0
42495,B6,310,FLL,IAD,5,685,144,0
42496,B6,467,BOS,RSW,5,685,213,0
42497,B6,612,JAX,JFK,5,685,125,0
42498,B6,704,SJU,JFK,5,685,243,1
42499,DL,1510,DEN,DTW,5,685,170,1
42500,DL,2126,FLL,ATL,5,685,115,0
42501,DL,2316,LAS,DTW,5,685,244,0
42502,DL,2699,MSP,PHX,5,685,204,0
42503,EV,5013,STL,MEM,5,685,74,0
42504,EV,5212,ECP,MEM,5,685,93,0
42505,EV,5236,VPS,MEM,5,685,93,0
42506,EV,5582,CRW,ATL,5,685,90,0
42507,MQ,2756,TYS,DFW,5,685,155,0
42508,MQ,3337,AEX,DFW,5,685,75,0
42509,MQ,3676,MIA,CMH,5,685,160,0
42510,MQ,4180,ORD,CLT,5,685,115,0
42511,MQ,4676,JFK,BOS,5,685,65,0
42512,OH,6260,MSP,CVG,5,685,116,0
42513,OO,4493,SLC,BZN,5,685,80,0
42514,OO,6243,LAX,LAS,5,685,80,0
42515,OO,7788,SLC,SUN,5,685,78,0
42516,UA,743,DEN,GEG,5,685,151,0
42517,US,654,PHX,SNA,5,685,86,0
42518,US,7,SEA,PHX,5,685,167,1
42519,WN,1026,MCO,RSW,5,685,50,1
42520,WN,1050,FLL,RDU,5,685,125,1
42521,WN,1414,MSY,PHX,5,685,215,0
42522,WN,15,HOU,MCO,5,685,125,1
42523,WN,2092,STL,DEN,5,685,150,1
42524,WN,2397,MCI,DAL,5,685,95,0
42525,WN,2619,SJC,LAS,5,685,80,1
42526,WN,281,PIT,PHL,5,685,80,0
42527,WN,29,STL,DAL,5,685,105,1
42528,WN,3320,LAS,MSY,5,685,200,1
42529,WN,3504,DAL,AUS,5,685,55,1
42530,WN,3764,BHM,STL,5,685,80,1
42531,WN,406,PHX,PHL,5,685,270,1
42532,WN,815,SDF,TPA,5,685,125,1
42533,XE,2000,IAH,SLC,5,685,203,0
42534,XE,2041,IAH,MKE,5,685,145,0
42535,XE,2082,IAH,ABQ,5,685,133,1
42536,XE,2266,IAH,ATL,5,685,121,1
42537,XE,2270,IAH,MSP,5,685,158,0
42538,XE,2433,IAH,LBB,5,685,89,0
42539,XE,2533,DTW,EWR,5,685,104,0
42540,XE,2817,IAH,HRL,5,685,66,0
42541,XE,2924,IAH,OMA,5,685,128,0
42542,XE,3095,CMH,IAH,5,685,176,1
42543,YV,2878,TUS,PHX,5,685,51,0
42544,DL,2157,SLC,SEA,5,686,131,1
42545,DL,2725,BOS,MSP,5,686,194,0
42546,EV,5080,MLU,ATL,5,686,93,0
42547,EV,7331,GSO,ATL,5,686,89,0
42548,FL,170,RSW,ATL,5,686,109,0
42549,OO,6534,DEN,IDA,5,686,100,0
42550,UA,397,LAS,ORD,5,686,225,1
42551,UA,845,SAN,ORD,5,686,234,0
42552,UA,936,DEN,IAD,5,686,195,0
42553,US,583,PHX,GEG,5,686,176,1
42554,YV,2609,GSO,CLT,5,686,55,0
42555,YV,7252,ATW,ORD,5,686,59,0
42556,HA,138,HNL,KOA,5,687,43,0
42557,OH,6570,ORD,JFK,5,687,149,0
42558,OO,6573,DEN,HDN,5,687,51,1
42559,OO,6765,DEN,BZN,5,687,113,0
42560,OO,6881,SMF,DEN,5,687,137,1
42561,UA,352,SEA,ORD,5,687,235,0
42562,DL,1706,LAX,DTW,5,688,267,0
42563,F9,784,LAS,DEN,5,688,112,0
42564,OH,6489,DFW,CVG,5,688,127,1
42565,OO,6373,SBA,LAX,5,688,48,0
42566,OO,6574,RDM,DEN,5,688,136,0
42567,OO,6606,DEN,MLI,5,688,120,0
42568,OO,6660,COS,LAX,5,688,149,0
42569,UA,615,DCA,ORD,5,688,127,0
42570,US,1729,CLT,MCO,5,688,91,1
42571,XE,2206,AMA,IAH,5,688,92,0
42572,OO,6527,DEN,MTJ,5,689,56,0
42573,OO,6878,SJC,DEN,5,689,145,1
42574,UA,579,DEN,BIL,5,689,93,0
42575,UA,580,ORD,BWI,5,689,114,0
42576,UA,814,LAX,DEN,5,689,145,0
42577,YV,2617,CLT,GSO,5,689,51,0
42578,9E,3972,SBN,DTW,5,690,68,0
42579,9E,4036,CVG,DCA,5,690,86,0
42580,9E,4226,CVG,ORF,5,690,99,0
42581,9E,4261,MSP,GFK,5,690,70,0
42582,AA,1073,ICT,DFW,5,690,80,0
42583,AA,1285,IAD,DFW,5,690,205,0
42584,AA,1699,MCO,ORD,5,690,175,0
42585,AA,2093,LGA,MIA,5,690,190,0
42586,AA,2344,DFW,ORD,5,690,135,1
42587,AA,2423,PBI,ORD,5,690,190,0
42588,AA,511,DFW,COS,5,690,115,0
42589,AA,558,DFW,EWR,5,690,215,0
